state,district,region,biometric_total,demographic_total,enrolment_total,child_enrolment,adult_enrolment,total_activity,bio_coverage_pct,child_share_pct
Uttar Pradesh,Siddharth Nagar,UTTAR PRADESH - SIDDHARTH NAGAR,0.0,0.0,4341.0,4189.0,152.0,4341.0,0.0,96.5
Mizoram,Serchhip,MIZORAM - SERCHHIP,3305.0,930.0,91.0,86.0,5.0,4326.0,3631.87,94.51
Sikkim,South,SIKKIM - SOUTH,2251.0,1876.0,170.0,170.0,0.0,4297.0,1324.12,100.0
Sikkim,West,SIKKIM - WEST,2557.0,1545.0,192.0,187.0,5.0,4294.0,1331.77,97.4
Arunachal Pradesh,Upper Subansiri,ARUNACHAL PRADESH - UPPER SUBANSIRI,3372.0,709.0,129.0,117.0,12.0,4210.0,2613.95,90.7
Arunachal Pradesh,Lohit,ARUNACHAL PRADESH - LOHIT,2849.0,1169.0,155.0,154.0,1.0,4173.0,1838.06,99.35
Orissa,Puri,ORISSA - PURI,2520.0,1439.0,193.0,193.0,0.0,4152.0,1305.7,100.0
Punjab,S.A.S Nagar(Mohali),PUNJAB - S.A.S NAGAR(MOHALI),2165.0,1696.0,240.0,240.0,0.0,4101.0,902.08,100.0
Arunachal Pradesh,Longding,ARUNACHAL PRADESH - LONGDING,2200.0,949.0,863.0,826.0,37.0,4012.0,254.92,95.71
Chhattisgarh,Gaurela-pendra-marwahi,CHHATTISGARH - GAURELA-PENDRA-MARWAHI,2023.0,1769.0,129.0,124.0,5.0,3921.0,1568.22,96.12
Tamil Nadu,Thiruvallur,TAMIL NADU - THIRUVALLUR,2033.0,1274.0,574.0,564.0,10.0,3881.0,354.18,98.26
Sikkim,West Sikkim,SIKKIM - WEST SIKKIM,2322.0,1071.0,487.0,448.0,39.0,3880.0,476.8,91.99
Jharkhand,Palamau,JHARKHAND - PALAMAU,1903.0,1639.0,261.0,261.0,0.0,3803.0,729.12,100.0
Daman and Diu,Daman,DAMAN AND DIU - DAMAN,3077.0,656.0,50.0,50.0,0.0,3783.0,6154.0,100.0
Jharkhand,Pakaur,JHARKHAND - PAKAUR,1761.0,1710.0,266.0,266.0,0.0,3737.0,662.03,100.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,CHHATTISGARH - MANENDRAGARH–CHIRMIRI–BHARATPUR,216.0,3258.0,262.0,262.0,0.0,3736.0,82.44,100.0
Madhya Pradesh,Maihar,MADHYA PRADESH - MAIHAR,1233.0,2122.0,352.0,333.0,19.0,3707.0,350.28,94.6
Assam,Sribhumi,ASSAM - SRIBHUMI,275.0,3211.0,152.0,141.0,11.0,3638.0,180.92,92.76
Jammu and Kashmir,Kargil,JAMMU AND KASHMIR - KARGIL,2175.0,979.0,480.0,479.0,1.0,3634.0,453.12,99.79
Ladakh,Kargil,LADAKH - KARGIL,2198.0,942.0,452.0,445.0,7.0,3592.0,486.28,98.45
Rajasthan,Jhunjhunu,RAJASTHAN - JHUNJHUNU,1489.0,1836.0,262.0,262.0,0.0,3587.0,568.32,100.0
Madhya Pradesh,Mauganj,MADHYA PRADESH - MAUGANJ,890.0,2284.0,387.0,386.0,1.0,3561.0,229.97,99.74
Rajasthan,Chittaurgarh,RAJASTHAN - CHITTAURGARH,1753.0,1449.0,312.0,311.0,1.0,3514.0,561.86,99.68
Arunachal Pradesh,Lower Subansiri,ARUNACHAL PRADESH - LOWER SUBANSIRI,2346.0,1006.0,90.0,90.0,0.0,3442.0,2606.67,100.0
Nagaland,Longleng,NAGALAND - LONGLENG,2006.0,550.0,856.0,811.0,45.0,3412.0,234.35,94.74
Karnataka,Chamrajnagar,KARNATAKA - CHAMRAJNAGAR,1725.0,1286.0,346.0,346.0,0.0,3357.0,498.55,100.0
Jharkhand,Sahibganj,JHARKHAND - SAHIBGANJ,1536.0,1460.0,343.0,343.0,0.0,3339.0,447.81,100.0
Manipur,Jiribam,MANIPUR - JIRIBAM,1671.0,1514.0,126.0,125.0,1.0,3311.0,1326.19,99.21
Gujarat,Sabar Kantha,GUJARAT - SABAR KANTHA,438.0,441.0,2415.0,2258.0,157.0,3294.0,18.14,93.5
Kerala,Kasargod,KERALA - KASARGOD,1635.0,1308.0,289.0,289.0,0.0,3232.0,565.74,100.0
Ladakh,Leh,LADAKH - LEH,2121.0,910.0,119.0,108.0,11.0,3150.0,1782.35,90.76
Pondicherry,Karaikal,PONDICHERRY - KARAIKAL,2338.0,649.0,138.0,138.0,0.0,3125.0,1694.2,100.0
Madhya Pradesh,Ashoknagar,MADHYA PRADESH - ASHOKNAGAR,0.0,0.0,3011.0,2917.0,94.0,3011.0,0.0,96.88
Arunachal Pradesh,Kurung Kumey,ARUNACHAL PRADESH - KURUNG KUMEY,2626.0,288.0,62.0,50.0,12.0,2976.0,4235.48,80.65
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI AND DAMAN AND DIU - DADRA AND NAGAR HAVELI,1501.0,1311.0,79.0,71.0,8.0,2891.0,1900.0,89.87
Jammu and Kashmir,Leh,JAMMU AND KASHMIR - LEH,1962.0,734.0,188.0,187.0,1.0,2884.0,1043.62,99.47
Karnataka,Bengaluru Rural,KARNATAKA - BENGALURU RURAL,10.0,61.0,2790.0,2169.0,621.0,2861.0,0.36,77.74
Maharashtra,Gondiya *,MAHARASHTRA - GONDIYA *,1156.0,1643.0,47.0,47.0,0.0,2846.0,2459.57,100.0
Karnataka,Bengaluru South,KARNATAKA - BENGALURU SOUTH,96.0,2550.0,171.0,167.0,4.0,2817.0,56.14,97.66
Arunachal Pradesh,Tawang,ARUNACHAL PRADESH - TAWANG,2031.0,610.0,134.0,127.0,7.0,2775.0,1515.67,94.78
Madhya Pradesh,Niwari,MADHYA PRADESH - NIWARI,1826.0,759.0,118.0,116.0,2.0,2703.0,1547.46,98.31
Sikkim,South Sikkim,SIKKIM - SOUTH SIKKIM,1516.0,714.0,447.0,422.0,25.0,2677.0,339.15,94.41
Maharashtra,Dharashiv,MAHARASHTRA - DHARASHIV,554.0,1951.0,125.0,98.0,27.0,2630.0,443.2,78.4
Arunachal Pradesh,Lower Dibang Valley,ARUNACHAL PRADESH - LOWER DIBANG VALLEY,1855.0,659.0,91.0,89.0,2.0,2605.0,2038.46,97.8
Haryana,Gurugram,HARYANA - GURUGRAM,0.0,0.0,2586.0,2392.0,194.0,2586.0,0.0,92.5
Uttar Pradesh,Shravasti,UTTAR PRADESH - SHRAVASTI,0.0,0.0,2535.0,2437.0,98.0,2535.0,0.0,96.13
Daman and Diu,Diu,DAMAN AND DIU - DIU,2172.0,306.0,53.0,53.0,0.0,2531.0,4098.11,100.0
Odisha,Anugul,ODISHA - ANUGUL,1279.0,1091.0,130.0,130.0,0.0,2500.0,983.85,100.0
Karnataka,Chamarajanagar,KARNATAKA - CHAMARAJANAGAR,1471.0,737.0,231.0,231.0,0.0,2439.0,636.8,100.0
Gujarat,Surendranagar,GUJARAT - SURENDRANAGAR,367.0,606.0,1432.0,1354.0,78.0,2405.0,25.63,94.55
West Bengal,Kalimpong,WEST BENGAL - KALIMPONG,555.0,1352.0,493.0,342.0,151.0,2400.0,112.58,69.37
Arunachal Pradesh,Upper Siang,ARUNACHAL PRADESH - UPPER SIANG,1273.0,1077.0,39.0,38.0,1.0,2389.0,3264.1,97.44
Arunachal Pradesh,Tirap,ARUNACHAL PRADESH - TIRAP,1694.0,560.0,94.0,93.0,1.0,2348.0,1802.13,98.94
Karnataka,Bagalkot *,KARNATAKA - BAGALKOT *,1296.0,779.0,217.0,217.0,0.0,2292.0,597.24,100.0
Andaman & Nicobar Islands,Andamans,ANDAMAN & NICOBAR ISLANDS - ANDAMANS,1598.0,490.0,64.0,64.0,0.0,2152.0,2496.88,100.0
Andhra Pradesh,Karim Nagar,ANDHRA PRADESH - KARIM NAGAR,1300.0,752.0,79.0,79.0,0.0,2131.0,1645.57,100.0
Andhra Pradesh,Spsr Nellore,ANDHRA PRADESH - SPSR NELLORE,0.0,0.0,2067.0,1793.0,274.0,2067.0,0.0,86.74
Maharashtra,Nandurbar *,MAHARASHTRA - NANDURBAR *,1430.0,493.0,120.0,120.0,0.0,2043.0,1191.67,100.0
Gujarat,Panch Mahals,GUJARAT - PANCH MAHALS,247.0,269.0,1384.0,1284.0,100.0,1900.0,17.85,92.77
Mizoram,Mammit,MIZORAM - MAMMIT,1444.0,348.0,68.0,68.0,0.0,1860.0,2123.53,100.0
Nagaland,Chumukedima,NAGALAND - CHUMUKEDIMA,577.0,1063.0,173.0,128.0,45.0,1813.0,333.53,73.99
Orissa,Dhenkanal,ORISSA - DHENKANAL,1189.0,511.0,112.0,112.0,0.0,1812.0,1061.61,100.0
Orissa,Rayagada,ORISSA - RAYAGADA,1005.0,631.0,138.0,138.0,0.0,1774.0,728.26,100.0
Karnataka,Chikmagalur,KARNATAKA - CHIKMAGALUR,1090.0,506.0,137.0,137.0,0.0,1733.0,795.62,100.0
Andaman and Nicobar Islands,Nicobar,ANDAMAN AND NICOBAR ISLANDS - NICOBAR,1283.0,314.0,71.0,71.0,0.0,1668.0,1807.04,100.0
Orissa,Koraput,ORISSA - KORAPUT,940.0,609.0,107.0,107.0,0.0,1656.0,878.5,100.0
Karnataka,Gadag *,KARNATAKA - GADAG *,1002.0,518.0,135.0,135.0,0.0,1655.0,742.22,100.0
Orissa,Nayagarh,ORISSA - NAYAGARH,1050.0,448.0,89.0,89.0,0.0,1587.0,1179.78,100.0
Arunachal Pradesh,Siang,ARUNACHAL PRADESH - SIANG,1063.0,453.0,71.0,67.0,4.0,1587.0,1497.18,94.37
Maharashtra,Gondia,MAHARASHTRA - GONDIA,729.0,833.0,23.0,23.0,0.0,1585.0,3169.57,100.0
Uttar Pradesh,Kushi Nagar,UTTAR PRADESH - KUSHI NAGAR,0.0,0.0,1570.0,1556.0,14.0,1570.0,0.0,99.11
Karnataka,Haveri *,KARNATAKA - HAVERI *,1008.0,452.0,106.0,106.0,0.0,1566.0,950.94,100.0
Uttarakhand,Hardwar,UTTARAKHAND - HARDWAR,594.0,838.0,131.0,131.0,0.0,1563.0,453.44,100.0
Maharashtra,Washim *,MAHARASHTRA - WASHIM *,690.0,826.0,28.0,28.0,0.0,1544.0,2464.29,100.0
Tamil Nadu,Ranipet,TAMIL NADU - RANIPET,504.0,933.0,103.0,102.0,1.0,1540.0,489.32,99.03
Haryana,Nuh,HARYANA - NUH,0.0,0.0,1506.0,1464.0,42.0,1506.0,0.0,97.21
Orissa,Sundargarh,ORISSA - SUNDARGARH,883.0,477.0,124.0,124.0,0.0,1484.0,712.1,100.0
Jharkhand,East Singhbum,JHARKHAND - EAST SINGHBUM,0.0,0.0,1447.0,1394.0,53.0,1447.0,0.0,96.34
Orissa,Bargarh,ORISSA - BARGARH,774.0,565.0,77.0,77.0,0.0,1416.0,1005.19,100.0
Arunachal Pradesh,Anjaw,ARUNACHAL PRADESH - ANJAW,935.0,406.0,33.0,30.0,3.0,1374.0,2833.33,90.91
West Bengal,Hugli,WEST BENGAL - HUGLI,326.0,857.0,171.0,171.0,0.0,1354.0,190.64,100.0
Arunachal Pradesh,Kra Daadi,ARUNACHAL PRADESH - KRA DAADI,972.0,304.0,73.0,69.0,4.0,1349.0,1331.51,94.52
Delhi,South East Delhi,DELHI - SOUTH EAST DELHI,498.0,756.0,57.0,53.0,4.0,1311.0,873.68,92.98
Nagaland,Noklak,NAGALAND - NOKLAK,625.0,335.0,341.0,304.0,37.0,1301.0,183.28,89.15
Dadra and Nagar Haveli and Daman and Diu,Daman,DADRA AND NAGAR HAVELI AND DAMAN AND DIU - DAMAN,426.0,804.0,47.0,45.0,2.0,1277.0,906.38,95.74
Daman & Diu,Daman,DAMAN & DIU - DAMAN,961.0,268.0,6.0,6.0,0.0,1235.0,16016.67,100.0
Sikkim,North Sikkim,SIKKIM - NORTH SIKKIM,747.0,360.0,57.0,57.0,0.0,1164.0,1310.53,100.0
Maharashtra,Raigarh(MH),MAHARASHTRA - RAIGARH(MH),390.0,660.0,76.0,76.0,0.0,1126.0,513.16,100.0
Maharashtra,Ahilyanagar,MAHARASHTRA - AHILYANAGAR,13.0,1095.0,10.0,10.0,0.0,1118.0,130.0,100.0
Andhra Pradesh,K.V.Rangareddy,ANDHRA PRADESH - K.V.RANGAREDDY,662.0,360.0,62.0,62.0,0.0,1084.0,1067.74,100.0
Orissa,Jajapur,ORISSA - JAJAPUR,615.0,339.0,95.0,95.0,0.0,1049.0,647.37,100.0
Haryana,Yamunanagar,HARYANA - YAMUNANAGAR,658.0,322.0,54.0,54.0,0.0,1034.0,1218.52,100.0
Rajasthan,Jalore,RAJASTHAN - JALORE,8.0,529.0,494.0,481.0,13.0,1031.0,1.62,97.37
Bihar,Purba Champaran,BIHAR - PURBA CHAMPARAN,187.0,712.0,117.0,117.0,0.0,1016.0,159.83,100.0
Assam,Tamulpur District,ASSAM - TAMULPUR DISTRICT,60.0,887.0,53.0,53.0,0.0,1000.0,113.21,100.0
West Bengal,Dinajpur Dakshin,WEST BENGAL - DINAJPUR DAKSHIN,0.0,0.0,997.0,963.0,34.0,997.0,0.0,96.59
Chhattisgarh,Gaurella Pendra Marwahi,CHHATTISGARH - GAURELLA PENDRA MARWAHI,0.0,0.0,983.0,913.0,70.0,983.0,0.0,92.88
Madhya Pradesh,Pandhurna,MADHYA PRADESH - PANDHURNA,315.0,569.0,84.0,56.0,28.0,968.0,375.0,66.67
Telangana,Jangaon,TELANGANA - JANGAON,232.0,590.0,76.0,76.0,0.0,898.0,305.26,100.0
Gujarat,Dang,GUJARAT - DANG,0.0,0.0,872.0,710.0,162.0,872.0,0.0,81.42
Rajasthan,Dhaulpur,RAJASTHAN - DHAULPUR,349.0,362.0,113.0,113.0,0.0,824.0,308.85,100.0
Meghalaya,Eastern West Khasi Hills,MEGHALAYA - EASTERN WEST KHASI HILLS,6.0,225.0,564.0,175.0,389.0,795.0,1.06,31.03
Uttar Pradesh,Bulandshahar,UTTAR PRADESH - BULANDSHAHAR,167.0,453.0,172.0,172.0,0.0,792.0,97.09,100.0
Tripura,Dhalai  *,TRIPURA - DHALAI  *,492.0,266.0,31.0,31.0,0.0,789.0,1587.1,100.0
Daman & Diu,Diu,DAMAN & DIU - DIU,587.0,191.0,10.0,10.0,0.0,788.0,5870.0,100.0
Delhi,Najafgarh,DELHI - NAJAFGARH,581.0,133.0,25.0,25.0,0.0,739.0,2324.0,100.0
Bihar,Aurangabad(bh),BIHAR - AURANGABAD(BH),158.0,492.0,82.0,82.0,0.0,732.0,192.68,100.0
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU - DADRA AND NAGAR HAVELI,0.0,0.0,716.0,689.0,27.0,716.0,0.0,96.23
Himachal Pradesh,Lahul and Spiti,HIMACHAL PRADESH - LAHUL AND SPITI,552.0,133.0,27.0,27.0,0.0,712.0,2044.44,100.0
Rajasthan,Deeg ,RAJASTHAN - DEEG,12.0,690.0,8.0,8.0,0.0,710.0,150.0,100.0
Punjab,S.A.S Nagar,PUNJAB - S.A.S NAGAR,0.0,0.0,705.0,657.0,48.0,705.0,0.0,93.19
Telangana,Medchal Malkajgiri,TELANGANA - MEDCHAL MALKAJGIRI,0.0,0.0,704.0,674.0,30.0,704.0,0.0,95.74
Himachal Pradesh,Lahul & Spiti,HIMACHAL PRADESH - LAHUL & SPITI,473.0,187.0,34.0,34.0,0.0,694.0,1391.18,100.0
Nagaland,Meluri,NAGALAND - MELURI,605.0,70.0,15.0,13.0,2.0,690.0,4033.33,86.67
Arunachal Pradesh,Shi-yomi,ARUNACHAL PRADESH - SHI-YOMI,443.0,191.0,34.0,29.0,5.0,668.0,1302.94,85.29
West Bengal,Medinipur West,WEST BENGAL - MEDINIPUR WEST,0.0,0.0,645.0,625.0,20.0,645.0,0.0,96.9
Nagaland,Shamator,NAGALAND - SHAMATOR,146.0,287.0,166.0,148.0,18.0,599.0,87.95,89.16
Sikkim,North,SIKKIM - NORTH,222.0,332.0,41.0,41.0,0.0,595.0,541.46,100.0
Assam,Bajali,ASSAM - BAJALI,15.0,550.0,28.0,26.0,2.0,593.0,53.57,92.86
Orissa,Kendujhar,ORISSA - KENDUJHAR,246.0,298.0,39.0,39.0,0.0,583.0,630.77,100.0
Uttar Pradesh,Jyotiba Phule Nagar,UTTAR PRADESH - JYOTIBA PHULE NAGAR,130.0,376.0,75.0,75.0,0.0,581.0,173.33,100.0
Arunachal Pradesh,Lower Siang,ARUNACHAL PRADESH - LOWER SIANG,360.0,191.0,29.0,26.0,3.0,580.0,1241.38,89.66
Bihar,Samstipur,BIHAR - SAMSTIPUR,147.0,349.0,73.0,73.0,0.0,569.0,201.37,100.0
Andaman & Nicobar Islands,South Andaman,ANDAMAN & NICOBAR ISLANDS - SOUTH ANDAMAN,310.0,213.0,35.0,35.0,0.0,558.0,885.71,100.0
Uttarakhand,Garhwal,UTTARAKHAND - GARHWAL,228.0,276.0,53.0,53.0,0.0,557.0,430.19,100.0
Jammu And Kashmir,Doda,JAMMU AND KASHMIR - DODA,0.0,0.0,538.0,521.0,17.0,538.0,0.0,96.84
Dadra & Nagar Haveli,Dadra & Nagar Haveli,DADRA & NAGAR HAVELI - DADRA & NAGAR HAVELI,338.0,167.0,23.0,23.0,0.0,528.0,1469.57,100.0
Arunachal Pradesh,Dibang Valley,ARUNACHAL PRADESH - DIBANG VALLEY,395.0,112.0,7.0,7.0,0.0,514.0,5642.86,100.0
West Bengal,24 Paraganas South,WEST BENGAL - 24 PARAGANAS SOUTH,0.0,0.0,490.0,468.0,22.0,490.0,0.0,95.51
Arunachal Pradesh,Kamle,ARUNACHAL PRADESH - KAMLE,140.0,312.0,24.0,22.0,2.0,476.0,583.33,91.67
Odisha,NUAPADA,ODISHA - NUAPADA,224.0,213.0,36.0,36.0,0.0,473.0,622.22,100.0
Andhra Pradesh,K.v. Rangareddy,ANDHRA PRADESH - K.V. RANGAREDDY,311.0,130.0,15.0,15.0,0.0,456.0,2073.33,100.0
Assam,Dima Hasao,ASSAM - DIMA HASAO,19.0,178.0,246.0,219.0,27.0,443.0,7.72,89.02
Odisha,Nabarangpur,ODISHA - NABARANGPUR,0.0,0.0,442.0,430.0,12.0,442.0,0.0,97.29
Odisha,Jajpur,ODISHA - JAJPUR,255.0,168.0,15.0,15.0,0.0,438.0,1700.0,100.0
Orissa,Kandhamal,ORISSA - KANDHAMAL,190.0,206.0,29.0,29.0,0.0,425.0,655.17,100.0
Assam,Sivasagar,ASSAM - SIVASAGAR,0.0,0.0,422.0,317.0,105.0,422.0,0.0,75.12
Orissa,Kendrapara,ORISSA - KENDRAPARA,185.0,181.0,46.0,46.0,0.0,412.0,402.17,100.0
Jammu And Kashmir,Shopian,JAMMU AND KASHMIR - SHOPIAN,0.0,0.0,412.0,392.0,20.0,412.0,0.0,95.15
Orissa,Malkangiri,ORISSA - MALKANGIRI,195.0,176.0,37.0,37.0,0.0,408.0,527.03,100.0
Maharashtra,Ahmednagar,MAHARASHTRA - AHMEDNAGAR,0.0,0.0,368.0,340.0,28.0,368.0,0.0,92.39
Rajasthan,Khairthal-Tijara,RAJASTHAN - KHAIRTHAL-TIJARA,6.0,361.0,0.0,0.0,0.0,367.0,,
Tamil Nadu,Kanchipuram,TAMIL NADU - KANCHIPURAM,7.0,3.0,353.0,342.0,11.0,363.0,1.98,96.88
Nagaland,Niuland,NAGALAND - NIULAND,194.0,140.0,27.0,25.0,2.0,361.0,718.52,92.59
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,UTTAR PRADESH - SANT RAVIDAS NAGAR BHADOHI,89.0,193.0,77.0,77.0,0.0,359.0,115.58,100.0
Jammu & Kashmir,Jammu,JAMMU & KASHMIR - JAMMU,174.0,131.0,52.0,52.0,0.0,357.0,334.62,100.0
Orissa,Anugul,ORISSA - ANUGUL,152.0,144.0,45.0,45.0,0.0,341.0,337.78,100.0
Chhattisgarh,Janjgir - Champa,CHHATTISGARH - JANJGIR - CHAMPA,154.0,136.0,28.0,28.0,0.0,318.0,550.0,100.0
Odisha,jajpur,ODISHA - JAJPUR,187.0,113.0,16.0,16.0,0.0,316.0,1168.75,100.0
Bihar,Monghyr,BIHAR - MONGHYR,72.0,196.0,45.0,45.0,0.0,313.0,160.0,100.0
Chhattisgarh,ManendragarhChirmiriBharatpur,CHHATTISGARH - MANENDRAGARHCHIRMIRIBHARATPUR,312.0,0.0,0.0,0.0,0.0,312.0,,
Rajasthan,Deeg,RAJASTHAN - DEEG,92.0,169.0,44.0,32.0,12.0,305.0,209.09,72.73
Orissa,Sambalpur,ORISSA - SAMBALPUR,101.0,176.0,23.0,23.0,0.0,300.0,439.13,100.0
Rajasthan,Didwana-Kuchaman,RAJASTHAN - DIDWANA-KUCHAMAN,5.0,291.0,2.0,2.0,0.0,298.0,250.0,100.0
Odisha,ANUGUL,ODISHA - ANUGUL,178.0,102.0,10.0,10.0,0.0,290.0,1780.0,100.0
Chhattisgarh,Janjgir Champa,CHHATTISGARH - JANJGIR CHAMPA,141.0,126.0,22.0,22.0,0.0,289.0,640.91,100.0
Telangana,Ranga Reddy,TELANGANA - RANGA REDDY,0.0,0.0,284.0,274.0,10.0,284.0,0.0,96.48
Pondicherry,Yanam,PONDICHERRY - YANAM,106.0,154.0,23.0,23.0,0.0,283.0,460.87,100.0
Bihar,Sheikpura,BIHAR - SHEIKPURA,107.0,141.0,28.0,28.0,0.0,276.0,382.14,100.0
Orissa,Jagatsinghapur,ORISSA - JAGATSINGHAPUR,174.0,61.0,29.0,29.0,0.0,264.0,600.0,100.0
Sikkim,Namchi,SIKKIM - NAMCHI,3.0,202.0,23.0,9.0,14.0,228.0,13.04,39.13
Rajasthan,Beawar,RAJASTHAN - BEAWAR,6.0,221.0,0.0,0.0,0.0,227.0,,
Andhra Pradesh,Visakhapatanam,ANDHRA PRADESH - VISAKHAPATANAM,0.0,0.0,226.0,214.0,12.0,226.0,0.0,94.69
Rajasthan,Balotra,RAJASTHAN - BALOTRA,0.0,224.0,1.0,1.0,0.0,225.0,0.0,100.0
West Bengal,Medinipur,WEST BENGAL - MEDINIPUR,61.0,133.0,29.0,29.0,0.0,223.0,210.34,100.0
Nagaland,Tseminyu,NAGALAND - TSEMINYU,113.0,72.0,26.0,18.0,8.0,211.0,434.62,69.23
Karnataka,Ramanagara,KARNATAKA - RAMANAGARA,0.0,0.0,204.0,192.0,12.0,204.0,0.0,94.12
Rajasthan,Kotputli-Behror,RAJASTHAN - KOTPUTLI-BEHROR,1.0,183.0,0.0,0.0,0.0,184.0,,
Dadra and Nagar Haveli and Daman and Diu,Diu,DADRA AND NAGAR HAVELI AND DAMAN AND DIU - DIU,28.0,133.0,17.0,13.0,4.0,178.0,164.71,76.47
Uttar Pradesh,Kushinagar *,UTTAR PRADESH - KUSHINAGAR *,63.0,109.0,4.0,4.0,0.0,176.0,1575.0,100.0
Jammu & Kashmir,Baramula,JAMMU & KASHMIR - BARAMULA,51.0,70.0,45.0,45.0,0.0,166.0,113.33,100.0
Andhra Pradesh,Mahabubnagar,ANDHRA PRADESH - MAHABUBNAGAR,102.0,52.0,7.0,7.0,0.0,161.0,1457.14,100.0
Orissa,Sonapur,ORISSA - SONAPUR,57.0,80.0,20.0,20.0,0.0,157.0,285.0,100.0
Bihar,Bhabua,BIHAR - BHABUA,25.0,103.0,25.0,25.0,0.0,153.0,100.0,100.0
Orissa,Jharsuguda,ORISSA - JHARSUGUDA,53.0,69.0,24.0,24.0,0.0,146.0,220.83,100.0
Puducherry,Yanam,PUDUCHERRY - YANAM,88.0,49.0,6.0,6.0,0.0,143.0,1466.67,100.0
Meghalaya,Kamrup,MEGHALAYA - KAMRUP,0.0,0.0,143.0,84.0,59.0,143.0,0.0,58.74
Manipur,Pherzawl,MANIPUR - PHERZAWL,1.0,137.0,4.0,4.0,0.0,142.0,25.0,100.0
Arunachal Pradesh,Pakke Kessang,ARUNACHAL PRADESH - PAKKE KESSANG,54.0,80.0,4.0,3.0,1.0,138.0,1350.0,75.0
West  Bengal,Hooghly,WEST  BENGAL - HOOGHLY,28.0,93.0,14.0,14.0,0.0,135.0,200.0,100.0
Tamil Nadu,Tirupathur,TAMIL NADU - TIRUPATHUR,50.0,78.0,3.0,3.0,0.0,131.0,1666.67,100.0
Mizoram,Saitual,MIZORAM - SAITUAL,39.0,73.0,12.0,5.0,7.0,124.0,325.0,41.67
Orissa,Mayurbhanj,ORISSA - MAYURBHANJ,55.0,34.0,30.0,30.0,0.0,119.0,183.33,100.0
Rajasthan,Salumbar,RAJASTHAN - SALUMBAR,1.0,112.0,1.0,1.0,0.0,114.0,100.0,100.0
Telangana,Warangal (urban),TELANGANA - WARANGAL (URBAN),9.0,99.0,5.0,5.0,0.0,113.0,180.0,100.0
West Bengal,MALDA,WEST BENGAL - MALDA,31.0,62.0,14.0,14.0,0.0,107.0,221.43,100.0
Orissa,Gajapati,ORISSA - GAJAPATI,57.0,42.0,7.0,7.0,0.0,106.0,814.29,100.0
Karnataka,Chamarajanagar *,KARNATAKA - CHAMARAJANAGAR *,51.0,36.0,18.0,18.0,0.0,105.0,283.33,100.0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,CHHATTISGARH - MOHALLA-MANPUR-AMBAGARH CHOWKI,35.0,53.0,13.0,13.0,0.0,101.0,269.23,100.0
West Bangal,Hooghly,WEST BANGAL - HOOGHLY,25.0,70.0,4.0,4.0,0.0,99.0,625.0,100.0
Rajasthan,Phalodi,RAJASTHAN - PHALODI,1.0,93.0,0.0,0.0,0.0,94.0,,
andhra pradesh,chittoor,ANDHRA PRADESH - CHITTOOR,32.0,47.0,4.0,4.0,0.0,83.0,800.0,100.0
Jammu & Kashmir,Kathua,JAMMU & KASHMIR - KATHUA,35.0,36.0,6.0,6.0,0.0,77.0,583.33,100.0
Orissa,Subarnapur,ORISSA - SUBARNAPUR,26.0,42.0,6.0,6.0,0.0,74.0,433.33,100.0
Mizoram,Khawzawl,MIZORAM - KHAWZAWL,7.0,28.0,34.0,10.0,24.0,69.0,20.59,29.41
Westbengal,Hooghly,WESTBENGAL - HOOGHLY,12.0,49.0,6.0,6.0,0.0,67.0,200.0,100.0
Puducherry,Pondicherry,PUDUCHERRY - PONDICHERRY,45.0,20.0,2.0,2.0,0.0,67.0,2250.0,100.0
ODISHA,NUAPADA,ODISHA - NUAPADA,27.0,38.0,1.0,1.0,0.0,66.0,2700.0,100.0
Himachal Pradesh,Lahaul and Spiti,HIMACHAL PRADESH - LAHAUL AND SPITI,26.0,33.0,2.0,2.0,0.0,61.0,1300.0,100.0
Uttar Pradesh,Mahrajganj,UTTAR PRADESH - MAHRAJGANJ,17.0,28.0,16.0,16.0,0.0,61.0,106.25,100.0
West Bangal,Howrah,WEST BANGAL - HOWRAH,16.0,39.0,4.0,4.0,0.0,59.0,400.0,100.0
WESTBENGAL,HOOGHLY,WESTBENGAL - HOOGHLY,8.0,47.0,1.0,1.0,0.0,56.0,800.0,100.0
Arunachal Pradesh,Leparada,ARUNACHAL PRADESH - LEPARADA,33.0,19.0,3.0,2.0,1.0,55.0,1100.0,66.67
Sikkim,Mangan,SIKKIM - MANGAN,0.0,46.0,3.0,2.0,1.0,49.0,0.0,66.67
Goa,Bardez,GOA - BARDEZ,29.0,17.0,1.0,1.0,0.0,47.0,2900.0,100.0
West bengal,hooghly,WEST BENGAL - HOOGHLY,12.0,28.0,7.0,7.0,0.0,47.0,171.43,100.0
WEST BENGAL,HOOGHLY,WEST BENGAL - HOOGHLY,15.0,27.0,4.0,4.0,0.0,46.0,375.0,100.0
Mizoram,Hnahthial,MIZORAM - HNAHTHIAL,10.0,30.0,2.0,2.0,0.0,42.0,500.0,100.0
